Date,Product_Name,Match_Type,Impressions,Clicks,Spend,Sales,Orders,Current_Bid,Actual_CPC,Suggested_Bid_Min,Suggested_Bid_Max,ACOS_Current,Target_ACOS_Goal,Conversion_Rate,CTR,Competitor_Price,Inventory_Level,Day_Type,Optimal_Bid,My_Rating,Comp_Rating,Comp_Review_Count,Price_Gap,Rating_Gap
2026-01-18,Fruit Drink,Broad,3691,37,1305.73,602,1,41.9,35.29,24.7,52.94,216.9,20.0,0.0519,0.01,561,282,Weekend,24.7,4.0,3.7,2211,41,0.2999999999999998
2026-01-19,Aloe vera juice,Exact,4352,54,1165.86,890,2,30.16,21.59,15.11,32.38,131.0,20.0,0.0454,0.0126,479,201,Weekday,15.11,3.8,4.2,4916,-34,-0.40000000000000036
2026-01-19,Aloe vera juice,Phrase,2438,25,728.25,445,1,37.92,29.13,20.39,43.7,163.65,20.0,0.0498,0.0104,463,145,Weekday,20.39,3.8,3.9,1263,-18,-0.10000000000000009
2026-01-19,Aloe vera juice,Broad,2182,30,952.2,445,1,37.36,31.74,22.22,47.61,213.98,20.0,0.04,0.0139,425,18,Weekday,22.22,3.8,4.2,2919,20,-0.40000000000000036
2026-01-19,Graviola,Exact,1625,34,1058.08,595,1,33.27,31.12,21.78,46.68,177.83,20.0,0.0368,0.0214,563,44,Weekday,21.78,4.0,4.5,2735,32,-0.5
2026-01-19,Graviola,Phrase,2798,41,775.31,595,1,25.38,18.91,13.24,28.37,130.3,20.0,0.0414,0.0149,549,97,Weekday,13.24,4.0,4.2,4317,46,-0.20000000000000018
2026-01-19,Graviola,Broad,3701,27,400.14,595,1,16.45,14.82,10.37,22.23,67.25,20.0,0.0543,0.0074,638,168,Weekday,10.37,4.0,4.0,3906,-43,0.0
2026-01-19,Eco ensulin,Exact,1491,28,441.56,2410,2,19.89,15.77,11.04,23.66,18.32,20.0,0.0819,0.0189,1184,79,Weekday,19.74,4.2,4.0,4936,21,0.20000000000000018
2026-01-19,Eco ensulin,Phrase,1753,16,522.08,1205,1,37.18,32.63,22.84,48.95,43.33,20.0,0.0805,0.0092,1190,135,Weekday,22.84,4.2,4.1,1696,15,0.10000000000000053
2026-01-19,Eco ensulin,Broad,2468,15,384.45,1205,1,28.23,25.63,17.94,38.45,31.9,20.0,0.0821,0.0063,1206,105,Weekday,19.79,4.2,4.1,403,-1,0.10000000000000053
2026-01-19,Curcumin C3,Exact,2606,43,630.38,957,1,19.47,14.66,10.26,21.99,65.87,20.0,0.0421,0.0169,938,121,Weekday,10.26,4.5,4.8,511,19,-0.2999999999999998
2026-01-19,Curcumin C3,Phrase,3042,18,512.82,0,0,34.97,28.49,19.94,42.73,0.0,20.0,0.0488,0.0061,985,292,Weekday,19.94,4.5,4.7,3680,-28,-0.20000000000000018
2026-01-19,Curcumin C3,Broad,3131,66,972.18,2871,3,18.22,14.73,10.31,22.09,33.86,20.0,0.0549,0.0211,946,90,Weekday,10.51,4.5,4.2,1236,11,0.2999999999999998
2026-01-19,Fruit Drink,Exact,4270,75,2040.0,1812,3,32.98,27.2,19.04,40.8,112.58,20.0,0.0531,0.0177,595,121,Weekday,19.04,4.0,3.8,2999,9,0.20000000000000018
2026-01-19,Fruit Drink,Phrase,4009,25,436.5,604,1,19.38,17.46,12.22,26.19,72.27,20.0,0.0424,0.0063,648,153,Weekday,12.22,4.0,4.6,4546,-44,-0.5999999999999996
2026-01-19,Fruit Drink,Broad,2586,54,973.08,1812,3,20.74,18.02,12.61,27.03,53.7,20.0,0.0626,0.0211,650,119,Weekday,12.61,4.0,3.6,2078,-46,0.3999999999999999
2026-01-20,Aloe vera juice,Exact,1372,32,908.48,453,1,34.77,28.39,19.87,42.59,200.55,20.0,0.0477,0.0236,430,20,Weekday,19.87,3.8,3.8,671,23,0.0
2026-01-20,Aloe vera juice,Phrase,2420,24,448.56,453,1,21.26,18.69,13.08,28.04,99.02,20.0,0.0531,0.01,444,246,Weekday,13.08,3.8,3.6,1830,9,0.19999999999999973
2026-01-20,Aloe vera juice,Broad,2473,38,590.14,453,1,18.08,15.53,10.87,23.29,130.27,20.0,0.0345,0.0154,438,166,Weekday,10.87,3.8,4.5,2921,15,-0.7000000000000002
2026-01-20,Graviola,Exact,2929,28,777.84,593,1,33.63,27.78,19.45,41.67,131.17,20.0,0.0608,0.0096,641,43,Weekday,19.45,4.0,3.7,4400,-48,0.2999999999999998
2026-01-20,Graviola,Phrase,4349,44,606.76,1186,2,15.87,13.79,9.65,20.68,51.16,20.0,0.0479,0.0103,572,299,Weekday,9.65,4.0,4.0,2996,21,0.0
2026-01-20,Graviola,Broad,3424,21,267.96,0,0,16.11,12.76,8.93,19.14,0.0,20.0,0.0455,0.0064,608,185,Weekday,8.93,4.0,4.3,474,-15,-0.2999999999999998
2026-01-20,Eco ensulin,Exact,1870,32,510.4,2402,2,20.57,15.95,11.16,23.92,21.25,20.0,0.07,0.0172,1221,96,Weekday,16.81,4.2,4.8,3594,-20,-0.5999999999999996
2026-01-20,Eco ensulin,Phrase,1345,32,867.2,2402,2,29.8,27.1,18.97,40.65,36.1,20.0,0.0764,0.0241,1205,7,Weekday,18.97,4.2,4.4,1111,-4,-0.20000000000000018
2026-01-20,Eco ensulin,Broad,2535,19,431.11,1201,1,31.36,22.69,15.88,34.04,35.9,20.0,0.0789,0.0077,1230,286,Weekday,18.95,4.2,4.4,3322,-29,-0.20000000000000018
2026-01-20,Curcumin C3,Exact,1469,23,357.65,955,1,22.12,15.55,10.88,23.33,37.45,20.0,0.0594,0.0158,949,258,Weekday,11.35,4.5,4.0,622,6,0.5
2026-01-20,Curcumin C3,Phrase,1253,13,300.95,0,0,28.78,23.15,16.2,34.72,0.0,20.0,0.0619,0.0111,974,272,Weekday,16.2,4.5,4.0,1133,-19,0.5
2026-01-20,Curcumin C3,Broad,2958,53,1098.69,1910,2,26.57,20.73,14.51,31.09,57.52,20.0,0.0476,0.0181,951,157,Weekday,14.51,4.5,4.6,4624,4,-0.09999999999999964
2026-01-20,Fruit Drink,Exact,2615,27,940.41,609,1,38.06,34.83,24.38,52.24,154.42,20.0,0.0395,0.0105,644,113,Weekday,24.38,4.0,4.7,2329,-35,-0.7000000000000002
2026-01-20,Fruit Drink,Phrase,1337,10,354.2,0,0,40.84,35.42,24.79,53.13,0.0,20.0,0.0586,0.008,615,168,Weekday,24.79,4.0,3.6,3505,-6,0.3999999999999999
2026-01-20,Fruit Drink,Broad,3724,49,1162.77,1218,2,33.69,23.73,16.61,35.59,95.47,20.0,0.0612,0.0132,621,162,Weekday,16.61,4.0,3.5,1793,-12,0.5
2026-01-21,Aloe vera juice,Exact,2720,66,826.98,1338,3,17.05,12.53,8.77,18.79,61.81,20.0,0.0473,0.0243,419,172,Weekday,8.77,3.8,3.8,775,27,0.0
2026-01-21,Aloe vera juice,Phrase,1556,24,538.8,0,0,24.23,22.45,15.71,33.67,0.0,20.0,0.0317,0.0161,403,96,Weekday,15.71,3.8,4.5,1732,43,-0.7000000000000002
2026-01-21,Aloe vera juice,Broad,1413,28,764.12,446,1,31.14,27.29,19.1,40.94,171.33,20.0,0.041,0.0205,476,178,Weekday,19.1,3.8,4.4,1042,-30,-0.6000000000000005
2026-01-21,Graviola,Exact,1734,24,439.68,599,1,19.68,18.32,12.82,27.48,73.4,20.0,0.0526,0.0143,645,75,Weekday,12.82,4.0,4.1,2878,-46,-0.09999999999999964
2026-01-21,Graviola,Phrase,3455,77,2774.31,1797,3,42.52,36.03,25.22,54.05,154.39,20.0,0.0426,0.0225,625,41,Weekday,25.22,4.0,4.5,533,-26,-0.5
2026-01-21,Graviola,Broad,3084,36,451.08,1198,2,15.98,12.53,8.77,18.79,37.65,20.0,0.0637,0.0117,636,202,Weekday,8.77,4.0,3.5,1817,-37,0.5
2026-01-21,Eco ensulin,Exact,4390,81,1620.0,8400,7,23.34,20.0,14.0,30.0,19.29,20.0,0.0891,0.0186,1151,137,Weekday,21.38,4.2,3.5,2999,49,0.7000000000000002
2026-01-21,Eco ensulin,Phrase,3411,47,600.66,3600,3,15.29,12.78,8.95,19.17,16.68,20.0,0.0838,0.0139,1178,54,Weekday,19.17,4.2,3.9,414,22,0.30000000000000027
2026-01-21,Eco ensulin,Broad,3234,51,1648.32,4800,4,37.74,32.32,22.62,48.48,34.34,20.0,0.0868,0.016,1208,195,Weekday,22.62,4.2,3.9,1627,-8,0.30000000000000027
2026-01-21,Curcumin C3,Exact,2843,28,967.12,948,1,38.68,34.54,24.18,51.81,102.02,20.0,0.0576,0.0099,964,283,Weekday,24.18,4.5,4.2,1940,-16,0.2999999999999998
2026-01-21,Curcumin C3,Phrase,4234,51,1649.34,1896,2,38.54,32.34,22.64,48.51,86.99,20.0,0.0525,0.0121,953,252,Weekday,22.64,4.5,4.4,4837,-5,0.09999999999999964
2026-01-21,Curcumin C3,Broad,1906,12,191.16,0,0,21.12,15.93,11.15,23.89,0.0,20.0,0.05,0.0064,988,151,Weekday,11.15,4.5,4.7,2401,-40,-0.20000000000000018
2026-01-21,Fruit Drink,Exact,1821,43,1049.63,601,1,27.52,24.41,17.09,36.62,174.65,20.0,0.0426,0.0239,627,292,Weekday,17.09,4.0,4.5,1852,-26,-0.5
2026-01-21,Fruit Drink,Phrase,3610,37,1341.25,601,1,39.1,36.25,25.38,54.38,223.17,20.0,0.0481,0.0104,562,151,Weekday,25.38,4.0,3.9,1706,39,0.10000000000000009
2026-01-21,Fruit Drink,Broad,1407,15,341.55,0,0,30.96,22.77,15.94,34.16,0.0,20.0,0.0567,0.011,588,259,Weekday,15.94,4.0,3.6,886,13,0.3999999999999999
2026-01-22,Aloe vera juice,Exact,2886,68,2146.08,910,2,42.23,31.56,22.09,47.34,235.83,20.0,0.0359,0.0236,434,258,Weekday,22.09,3.8,4.4,2361,21,-0.6000000000000005
2026-01-22,Aloe vera juice,Phrase,3325,40,550.8,455,1,17.15,13.77,9.64,20.66,121.05,20.0,0.0371,0.012,406,177,Weekday,9.64,3.8,4.2,3552,49,-0.40000000000000036
2026-01-22,Aloe vera juice,Broad,3210,33,563.64,0,0,19.91,17.08,11.96,25.62,0.0,20.0,0.0252,0.0106,407,105,Weekday,11.96,3.8,4.8,4187,48,-1.0
2026-01-22,Graviola,Exact,2827,27,769.23,595,1,39.55,28.49,19.94,42.73,129.28,20.0,0.0407,0.0098,642,87,Weekday,19.94,4.0,4.7,296,-47,-0.7000000000000002
2026-01-22,Graviola,Phrase,2352,19,587.48,595,1,39.23,30.92,21.64,46.38,98.74,20.0,0.0544,0.0082,599,69,Weekday,21.64,4.0,3.8,1154,-4,0.20000000000000018
2026-01-22,Graviola,Broad,3105,42,1313.76,1190,2,38.66,31.28,21.9,46.92,110.4,20.0,0.0536,0.0138,571,11,Weekday,21.9,4.0,3.7,2452,24,0.2999999999999998
2026-01-22,Eco ensulin,Exact,1230,24,380.4,1209,1,17.41,15.85,11.09,23.77,31.46,20.0,0.0697,0.0197,1226,93,Weekday,16.85,4.2,4.8,4842,-17,-0.5999999999999996
2026-01-22,Eco ensulin,Phrase,2600,43,1195.4,3627,3,33.93,27.8,19.46,41.7,32.96,20.0,0.082,0.0166,1229,34,Weekday,19.83,4.2,4.2,653,-20,0.0
2026-01-22,Eco ensulin,Broad,1414,14,221.2,1209,1,21.24,15.8,11.06,23.7,18.3,20.0,0.0812,0.0102,1181,77,Weekday,19.63,4.2,4.0,1757,28,0.20000000000000018
2026-01-22,Curcumin C3,Exact,1387,19,505.59,947,1,31.05,26.61,18.63,39.91,53.39,20.0,0.0673,0.0137,960,201,Weekday,18.63,4.5,3.7,3953,-13,0.7999999999999998
2026-01-22,Curcumin C3,Phrase,1675,14,180.32,0,0,18.09,12.88,9.02,19.32,0.0,20.0,0.059,0.0084,977,159,Weekday,11.17,4.5,4.2,3181,-30,0.2999999999999998
2026-01-22,Curcumin C3,Broad,3772,82,1802.36,3788,4,25.62,21.98,15.39,32.97,47.58,20.0,0.0506,0.0219,913,260,Weekday,15.39,4.5,4.3,3688,34,0.20000000000000018
2026-01-22,Fruit Drink,Exact,3170,37,758.13,1196,2,25.28,20.49,14.34,30.73,63.39,20.0,0.0608,0.0119,646,23,Weekday,14.34,4.0,3.7,943,-48,0.2999999999999998
2026-01-22,Fruit Drink,Phrase,2251,55,1817.75,1196,2,38.03,33.05,23.13,49.57,151.99,20.0,0.0479,0.0246,637,229,Weekday,23.13,4.0,4.3,1800,-39,-0.2999999999999998
2026-01-22,Fruit Drink,Broad,1614,36,428.4,598,1,15.97,11.9,8.33,17.85,71.64,20.0,0.0426,0.0226,584,215,Weekday,8.33,4.0,4.3,4993,14,-0.2999999999999998
2026-01-23,Aloe vera juice,Exact,3205,40,950.0,456,1,26.24,23.75,16.62,35.62,208.33,20.0,0.035,0.0127,466,95,Weekday,16.62,3.8,4.6,4952,-10,-0.7999999999999998
2026-01-23,Aloe vera juice,Phrase,2557,32,1108.48,456,1,44.24,34.64,24.25,51.96,243.09,20.0,0.0378,0.0125,454,192,Weekday,24.25,3.8,4.4,3666,2,-0.6000000000000005
2026-01-23,Aloe vera juice,Broad,3849,26,959.14,0,0,43.69,36.89,25.82,55.34,0.0,20.0,0.0327,0.0068,423,206,Weekday,25.82,3.8,4.5,833,33,-0.7000000000000002
2026-01-23,Graviola,Exact,2595,52,1686.88,1196,2,44.14,32.44,22.71,48.66,141.04,20.0,0.0525,0.0202,643,268,Weekday,22.71,4.0,4.1,458,-45,-0.09999999999999964
2026-01-23,Graviola,Phrase,1522,33,1006.83,1196,2,41.38,30.51,21.36,45.77,84.18,20.0,0.062,0.0221,618,172,Weekday,21.36,4.0,3.5,2146,-20,0.5
2026-01-23,Graviola,Broad,2677,44,1142.68,598,1,34.24,25.97,18.18,38.95,191.08,20.0,0.0389,0.0165,587,60,Weekday,18.18,4.0,4.5,3061,11,-0.5
2026-01-23,Eco ensulin,Exact,2556,46,1505.58,4760,4,43.41,32.73,22.91,49.09,31.63,20.0,0.0988,0.018,1238,224,Weekday,23.51,4.2,3.5,4921,-48,0.7000000000000002
2026-01-23,Eco ensulin,Phrase,2231,52,864.76,4760,4,23.42,16.63,11.64,24.95,18.17,20.0,0.0876,0.0237,1206,18,Weekday,20.85,4.2,3.9,4908,-16,0.30000000000000027
2026-01-23,Eco ensulin,Broad,1575,27,411.21,1190,1,19.14,15.23,10.66,22.84,34.56,20.0,0.0715,0.0173,1185,177,Weekday,17.02,4.2,4.6,3891,5,-0.39999999999999947
2026-01-23,Curcumin C3,Exact,3363,72,2273.76,2868,3,33.67,31.58,22.11,47.37,79.28,20.0,0.0515,0.0215,971,11,Weekday,22.11,4.5,4.5,4944,-15,0.0
2026-01-23,Curcumin C3,Phrase,3692,57,962.73,1912,2,18.25,16.89,11.82,25.34,50.35,20.0,0.0488,0.0156,964,144,Weekday,11.82,4.5,4.6,3292,-8,-0.09999999999999964
2026-01-23,Curcumin C3,Broad,4550,31,797.01,956,1,34.18,25.71,18.0,38.56,83.37,20.0,0.0557,0.007,953,33,Weekday,18.0,4.5,4.2,3950,3,0.2999999999999998
2026-01-23,Fruit Drink,Exact,3259,72,946.08,2372,4,16.29,13.14,9.2,19.71,39.89,20.0,0.0634,0.0223,627,109,Weekday,9.2,4.0,3.5,178,-34,0.5
2026-01-23,Fruit Drink,Phrase,3805,40,1032.4,593,1,35.98,25.81,18.07,38.71,174.1,20.0,0.0432,0.0106,625,159,Weekday,18.07,4.0,4.5,4223,-32,-0.5
2026-01-23,Fruit Drink,Broad,1699,23,274.62,593,1,15.65,11.94,8.36,17.91,46.31,20.0,0.0534,0.0141,567,197,Weekday,8.36,4.0,3.7,3996,26,0.2999999999999998
2026-01-24,Aloe vera juice,Exact,5146,53,1339.84,448,1,27.99,25.28,17.7,37.92,299.07,20.0,0.0338,0.0105,486,34,Weekend,17.7,3.8,4.8,1365,-38,-1.0
2026-01-24,Aloe vera juice,Phrase,4462,83,3320.83,1344,3,42.12,40.01,28.01,60.02,247.09,20.0,0.0442,0.0187,410,221,Weekend,28.01,3.8,3.9,3740,38,-0.10000000000000009
2026-01-24,Aloe vera juice,Broad,2584,17,225.42,0,0,17.76,13.26,9.28,19.89,0.0,20.0,0.0424,0.0066,492,51,Weekend,9.28,3.8,4.4,3647,-44,-0.6000000000000005
2026-01-24,Graviola,Exact,1733,24,890.16,0,0,40.77,37.09,25.96,55.64,0.0,20.0,0.0371,0.0142,615,297,Weekend,25.96,4.0,4.7,999,-11,-0.7000000000000002
2026-01-24,Graviola,Phrase,4326,75,1681.5,1812,3,26.69,22.42,15.69,33.63,92.8,20.0,0.0436,0.0175,640,12,Weekend,15.69,4.0,4.5,4121,-36,-0.5
2026-01-24,Graviola,Broad,3938,29,941.92,604,1,34.64,32.48,22.74,48.72,155.95,20.0,0.0396,0.0074,600,60,Weekend,22.74,4.0,4.5,2766,4,-0.5
2026-01-24,Eco ensulin,Exact,5364,73,1355.61,7230,6,20.56,18.57,13.0,27.86,18.75,20.0,0.0841,0.0137,1226,213,Weekend,20.27,4.2,4.1,2822,-21,0.10000000000000053
2026-01-24,Eco ensulin,Phrase,2836,48,1226.4,3615,3,27.75,25.55,17.88,38.33,33.93,20.0,0.065,0.0172,1155,175,Weekend,17.88,4.2,4.7,1584,50,-0.5
2026-01-24,Eco ensulin,Broad,5937,139,5070.72,10845,9,41.81,36.48,25.54,54.72,46.76,20.0,0.0702,0.0235,1167,49,Weekend,25.54,4.2,4.5,3621,38,-0.2999999999999998
2026-01-24,Curcumin C3,Exact,5852,136,2008.72,6685,7,15.66,14.77,10.34,22.16,30.05,20.0,0.0584,0.0232,919,97,Weekend,11.15,4.5,3.9,2150,36,0.6000000000000001
2026-01-24,Curcumin C3,Phrase,2872,61,716.75,2865,3,16.38,11.75,8.22,17.62,25.02,20.0,0.0603,0.0213,998,237,Weekend,11.52,4.5,4.2,936,-43,0.2999999999999998
2026-01-24,Curcumin C3,Broad,1947,21,786.24,955,1,41.51,37.44,26.21,56.16,82.33,20.0,0.0489,0.0111,964,254,Weekend,26.21,4.5,4.6,4586,-9,-0.09999999999999964
2026-01-24,Fruit Drink,Exact,1849,30,1016.4,590,1,39.93,33.88,23.72,50.82,172.27,20.0,0.0364,0.0163,594,297,Weekend,23.72,4.0,4.7,3027,-4,-0.7000000000000002
2026-01-24,Fruit Drink,Phrase,5881,44,1041.04,590,1,26.77,23.66,16.56,35.49,176.45,20.0,0.0391,0.0076,601,259,Weekend,16.56,4.0,4.6,2397,-11,-0.5999999999999996
2026-01-24,Fruit Drink,Broad,1825,40,574.8,1180,2,16.03,14.37,10.06,21.55,48.71,20.0,0.0575,0.0222,585,90,Weekend,10.06,4.0,3.6,3591,5,0.3999999999999999
2026-01-25,Aloe vera juice,Exact,4676,88,2163.04,1350,3,29.05,24.58,17.21,36.87,160.23,20.0,0.041,0.019,500,78,Weekend,17.21,3.8,4.5,1203,-50,-0.7000000000000002
2026-01-25,Aloe vera juice,Phrase,2925,33,760.65,450,1,31.8,23.05,16.13,34.58,169.03,20.0,0.0382,0.0115,412,254,Weekend,16.13,3.8,4.2,3487,38,-0.40000000000000036
2026-01-25,Aloe vera juice,Broad,2511,54,1691.82,900,2,42.46,31.33,21.93,46.99,187.98,20.0,0.0537,0.0216,467,266,Weekend,21.93,3.8,3.7,1755,-17,0.09999999999999964
2026-01-25,Graviola,Exact,5288,50,594.5,1208,2,16.22,11.89,8.32,17.84,49.21,20.0,0.0515,0.0096,579,84,Weekend,8.32,4.0,3.8,1797,25,0.20000000000000018
2026-01-25,Graviola,Phrase,6605,88,2894.32,2416,4,44.05,32.89,23.02,49.34,119.8,20.0,0.0512,0.0133,596,273,Weekend,23.02,4.0,3.9,2201,8,0.10000000000000009
2026-01-25,Graviola,Broad,5382,38,476.9,604,1,15.05,12.55,8.79,18.83,78.96,20.0,0.0503,0.0072,627,114,Weekend,8.79,4.0,4.1,1582,-23,-0.09999999999999964
2026-01-25,Eco ensulin,Exact,4614,58,1144.34,4796,4,28.03,19.73,13.81,29.59,23.86,20.0,0.0706,0.0126,1165,75,Weekend,16.93,4.2,4.5,752,34,-0.2999999999999998
2026-01-25,Eco ensulin,Phrase,5408,113,1572.96,10791,9,17.76,13.92,9.74,20.88,14.58,20.0,0.0861,0.021,1200,233,Weekend,20.65,4.2,3.9,628,-1,0.30000000000000027
2026-01-25,Eco ensulin,Broad,3415,48,1451.52,3597,3,42.32,30.24,21.17,45.36,40.35,20.0,0.0687,0.0142,1186,23,Weekend,21.17,4.2,4.7,4710,13,-0.5
2026-01-25,Curcumin C3,Exact,4569,62,1882.94,3796,4,32.74,30.37,21.26,45.55,49.6,20.0,0.071,0.0136,999,131,Weekend,21.26,4.5,3.7,102,-50,0.7999999999999998
2026-01-25,Curcumin C3,Phrase,2501,49,1478.82,1898,2,39.06,30.18,21.13,45.27,77.91,20.0,0.0579,0.02,948,85,Weekend,21.13,4.5,4.1,3682,1,0.40000000000000036
2026-01-25,Curcumin C3,Broad,1800,20,401.8,949,1,23.4,20.09,14.06,30.13,42.34,20.0,0.071,0.0111,999,101,Weekend,14.06,4.5,3.7,3988,-50,0.7999999999999998
2026-01-25,Fruit Drink,Exact,4226,56,2190.16,1776,3,42.13,39.11,27.38,58.66,123.32,20.0,0.0604,0.0133,636,247,Weekend,27.38,4.0,3.7,2940,-44,0.2999999999999998
2026-01-25,Fruit Drink,Phrase,5543,65,1413.75,1184,2,24.42,21.75,15.22,32.62,119.4,20.0,0.0338,0.0118,550,156,Weekend,15.22,4.0,4.6,3059,42,-0.5999999999999996
2026-01-25,Fruit Drink,Broad,5916,142,3395.22,3552,6,27.81,23.91,16.74,35.87,95.59,20.0,0.0474,0.024,546,89,Weekend,16.74,4.0,3.9,4809,46,0.10000000000000009
2026-01-26,Aloe vera juice,Exact,2515,55,1021.35,912,2,23.92,18.57,13.0,27.86,111.99,20.0,0.0524,0.0222,440,143,Weekday,13.0,3.8,3.6,2773,16,0.19999999999999973
2026-01-26,Aloe vera juice,Phrase,3217,62,2140.24,912,2,38.2,34.52,24.16,51.78,234.68,20.0,0.0364,0.0195,420,260,Weekday,24.16,3.8,4.3,3998,36,-0.5
2026-01-26,Aloe vera juice,Broad,3976,45,1432.8,912,2,44.33,31.84,22.29,47.76,157.11,20.0,0.0453,0.0116,429,142,Weekday,22.29,3.8,3.9,1388,27,-0.10000000000000009
2026-01-26,Graviola,Exact,1310,17,492.66,0,0,41.4,28.98,20.29,43.47,0.0,20.0,0.0432,0.0135,627,114,Weekday,20.29,4.0,4.5,2584,-32,-0.5
2026-01-26,Graviola,Phrase,1436,9,204.21,0,0,26.77,22.69,15.88,34.04,0.0,20.0,0.0418,0.0069,593,98,Weekday,15.88,4.0,4.4,1275,2,-0.40000000000000036
2026-01-26,Graviola,Broad,1706,23,346.15,0,0,20.42,15.05,10.54,22.58,0.0,20.0,0.0403,0.0137,578,84,Weekday,10.54,4.0,4.4,1559,17,-0.40000000000000036
2026-01-26,Eco ensulin,Exact,1898,31,437.41,2414,2,15.25,14.11,9.88,21.16,18.12,20.0,0.0706,0.0163,1193,291,Weekday,17.04,4.2,4.6,2715,14,-0.39999999999999947
2026-01-26,Eco ensulin,Phrase,2774,66,916.74,6035,5,19.72,13.89,9.72,20.84,15.19,20.0,0.0801,0.0238,1228,39,Weekday,19.34,4.2,4.3,2959,-21,-0.09999999999999964
2026-01-26,Eco ensulin,Broad,2125,25,412.75,2414,2,23.08,16.51,11.56,24.77,17.1,20.0,0.0845,0.0122,1172,175,Weekday,20.4,4.2,3.8,3885,35,0.40000000000000036
2026-01-26,Curcumin C3,Exact,2874,21,273.63,957,1,16.23,13.03,9.12,19.54,28.59,20.0,0.0592,0.0074,969,180,Weekday,11.33,4.5,4.1,3168,-12,0.40000000000000036
2026-01-26,Curcumin C3,Phrase,2057,20,826.6,957,1,44.41,41.33,28.93,61.99,86.37,20.0,0.0656,0.0101,973,31,Weekday,28.93,4.5,3.8,1705,-16,0.7000000000000002
2026-01-26,Curcumin C3,Broad,3230,61,1470.1,2871,3,28.24,24.1,16.87,36.15,51.21,20.0,0.0507,0.019,924,286,Weekday,16.87,4.5,4.3,2691,33,0.20000000000000018
2026-01-26,Fruit Drink,Exact,3966,80,2686.4,2384,4,41.78,33.58,23.51,50.37,112.68,20.0,0.0523,0.0203,639,175,Weekday,23.51,4.0,4.1,4643,-43,-0.09999999999999964
2026-01-26,Fruit Drink,Phrase,4071,86,2995.38,1192,2,44.96,34.83,24.38,52.24,251.29,20.0,0.0338,0.0213,554,72,Weekday,24.38,4.0,4.6,1681,42,-0.5999999999999996
2026-01-26,Fruit Drink,Broad,1192,7,185.92,0,0,29.73,26.56,18.59,39.84,0.0,20.0,0.0362,0.0061,578,199,Weekday,18.59,4.0,4.6,2258,18,-0.5999999999999996
2026-01-27,Aloe vera juice,Exact,4322,56,1003.52,888,2,24.57,17.92,12.54,26.88,113.01,20.0,0.0487,0.013,471,289,Weekday,12.54,3.8,4.0,575,-27,-0.20000000000000018
2026-01-27,Aloe vera juice,Phrase,4554,68,1164.16,888,2,23.46,17.12,11.98,25.68,131.1,20.0,0.0356,0.0151,400,23,Weekday,11.98,3.8,4.3,1701,44,-0.5
2026-01-27,Aloe vera juice,Broad,3164,37,1104.08,444,1,40.59,29.84,20.89,44.76,248.67,20.0,0.0404,0.0117,488,28,Weekday,20.89,3.8,4.5,4165,-44,-0.7000000000000002
2026-01-27,Graviola,Exact,3369,80,2439.2,2376,4,34.2,30.49,21.34,45.73,102.66,20.0,0.0553,0.0239,607,201,Weekday,21.34,4.0,3.8,2209,-13,0.20000000000000018
2026-01-27,Graviola,Phrase,3504,68,883.32,1782,3,16.84,12.99,9.09,19.48,49.57,20.0,0.0526,0.0195,640,209,Weekday,9.09,4.0,4.1,3195,-46,-0.09999999999999964
2026-01-27,Graviola,Broad,3699,33,618.42,594,1,23.4,18.74,13.12,28.11,104.11,20.0,0.051,0.0089,624,267,Weekday,13.12,4.0,4.1,2383,-30,-0.09999999999999964
2026-01-27,Eco ensulin,Exact,1404,8,115.28,0,0,18.97,14.41,10.09,21.62,0.0,20.0,0.0691,0.0061,1145,119,Weekday,16.5,4.2,4.5,893,49,-0.2999999999999998
2026-01-27,Eco ensulin,Phrase,3571,31,412.3,2388,2,15.06,13.3,9.31,19.95,17.27,20.0,0.0679,0.0089,1193,143,Weekday,16.21,4.2,4.8,933,1,-0.5999999999999996
2026-01-27,Eco ensulin,Broad,4010,55,1587.3,4776,4,33.93,28.86,20.2,43.29,33.23,20.0,0.0832,0.0138,1206,156,Weekday,20.2,4.2,4.1,3382,-12,0.10000000000000053
2026-01-27,Curcumin C3,Exact,2493,25,629.0,952,1,28.6,25.16,17.61,37.74,66.07,20.0,0.0619,0.0103,951,207,Weekday,17.61,4.5,3.9,120,1,0.6000000000000001
2026-01-27,Curcumin C3,Phrase,1774,43,1287.85,1904,2,32.3,29.95,20.96,44.92,67.64,20.0,0.0608,0.0244,980,240,Weekday,20.96,4.5,4.1,1896,-28,0.40000000000000036
2026-01-27,Curcumin C3,Broad,3275,62,1770.72,2856,3,38.2,28.56,19.99,42.84,62.0,20.0,0.0644,0.0192,916,6,Weekday,19.99,4.5,3.6,1818,36,0.8999999999999999
2026-01-27,Fruit Drink,Exact,2625,40,1408.8,1182,2,38.99,35.22,24.65,52.83,119.19,20.0,0.0504,0.0153,635,221,Weekday,24.65,4.0,4.2,2111,-44,-0.20000000000000018
2026-01-27,Fruit Drink,Phrase,3475,71,1654.3,1773,3,26.41,23.3,16.31,34.95,93.31,20.0,0.0424,0.0207,635,226,Weekday,16.31,4.0,4.6,998,-44,-0.5999999999999996
